src_ip,dst_ip,packet_rate,unique_ports,avg_packet_size,protocol,duration,connection_count,attack_type
104.16.0.84,172.16.1.77,659.3,5,879.6,TCP,63.4,36,http_flood
45.33.32.13,192.168.1.198,4569.0,2,2449.4,UDP,29.2,22,dns_amplification
198.51.100.229,10.0.0.41,8201.0,3,65.5,UDP,16.1,259,udp_flood
10.10.10.81,10.0.1.62,561.4,116,94.4,TCP,7.6,59,port_scan
45.33.144.99,192.168.2.166,90.3,12,220.2,TCP,95.6,22,stealth_probe
172.16.0.81,172.16.1.220,239.8,18,385.6,TCP,80.0,21,stealth_probe
45.33.32.18,10.0.1.26,36.5,3,72.6,TCP,749.5,69,slowloris
104.16.0.41,192.168.1.165,1645.7,52,157.6,AH,68.6,1,protocol_anomaly
45.33.144.44,10.0.1.185,970.4,58,159.5,AH,59.9,5,protocol_anomaly
203.0.113.111,10.0.1.119,2058.0,1,63.6,ICMP,15.1,17,icmp_flood
45.33.144.29,10.0.1.96,30.9,1,49.7,TCP,375.3,24,slowloris
172.16.0.170,10.0.0.170,4913.9,2,4176.6,UDP,77.1,33,dns_amplification
198.51.100.237,192.168.2.147,640.5,3,1317.3,TCP,119.9,131,http_flood
104.16.0.128,192.168.2.177,2919.0,4,847.2,TCP,61.1,43,http_flood
91.189.0.231,192.168.2.39,4426.7,1,3894.2,UDP,45.2,21,dns_amplification
45.33.144.31,192.168.1.244,2644.5,2,4182.5,UDP,56.1,7,dns_amplification
104.16.0.149,192.168.1.242,2259.6,2,2648.9,UDP,88.4,6,dns_amplification
45.33.144.9,192.168.2.78,9235.2,1,70.8,ICMP,8.4,62,icmp_flood
10.10.10.223,10.0.0.103,7609.2,2,37.1,UDP,22.3,143,udp_flood
10.10.10.29,192.168.2.215,4949.4,7,899.7,TCP,114.3,104,http_flood
203.0.113.128,172.16.1.241,4291.2,1,1589.4,UDP,4.6,14,dns_amplification
203.0.113.23,192.168.2.101,3303.9,2,97.7,UDP,11.2,181,udp_flood
45.33.144.104,192.168.2.134,7314.3,1,71.2,ICMP,8.2,78,icmp_flood
91.189.0.165,172.16.1.100,1605.7,1,110.9,UDP,34.4,284,udp_flood
104.16.0.136,192.168.1.131,160.6,1,113.1,TCP,46.3,14,brute_force
203.0.113.149,10.0.0.213,367.8,169,139.7,TCP,4.1,86,port_scan
45.33.32.188,10.0.1.71,4464.9,4,942.8,TCP,90.3,109,http_flood
10.10.10.27,10.0.1.117,6685.2,1,66.1,TCP,12.9,300,syn_flood
203.0.113.126,10.0.0.79,670.2,46,93.6,SCTP,11.7,42,protocol_anomaly
10.10.10.47,172.16.1.162,330.9,1,231.9,TCP,3.5,239,brute_force
172.16.0.161,10.0.0.43,14791.1,1,43.2,TCP,0.4,366,syn_flood
91.189.0.26,192.168.2.190,3798.8,2,1777.5,UDP,42.1,32,dns_amplification
91.189.0.37,192.168.1.11,5726.4,1,3533.3,UDP,71.1,8,dns_amplification
198.51.100.149,172.16.1.240,176.5,1,168.3,TCP,35.6,21,brute_force
104.16.0.203,192.168.1.6,2436.3,2,3868.0,UDP,65.5,31,dns_amplification
104.16.0.128,172.16.1.193,958.9,1,3324.9,UDP,66.0,10,dns_amplification
45.33.144.82,172.16.1.240,147.1,1,106.9,TCP,17.1,30,brute_force
45.33.32.127,192.168.2.75,124.0,1,194.2,TCP,27.1,49,brute_force
45.33.144.93,192.168.2.174,1162.5,394,64.1,TCP,14.2,129,port_scan
172.16.0.77,10.0.0.64,13674.2,1,44.3,TCP,4.5,251,syn_flood
172.16.0.50,192.168.1.234,49.7,3,84.2,TCP,468.4,31,slowloris
172.16.0.203,10.0.0.9,114.8,64,189.9,TCP,261.2,27,stealth_probe
10.10.10.153,192.168.2.199,92.6,96,476.9,UDP,141.8,2,stealth_probe
91.189.0.153,10.0.1.180,6659.6,3,29.8,UDP,8.2,286,udp_flood
198.51.100.165,172.16.1.18,4023.4,4,974.0,TCP,5.5,124,http_flood
45.33.144.91,192.168.2.62,2174.3,7,1007.8,TCP,75.5,47,http_flood
203.0.113.201,10.0.0.155,670.6,75,103.9,TCP,10.7,164,port_scan
91.189.0.122,192.168.1.126,7685.1,1,57.3,ICMP,9.7,53,icmp_flood
45.33.32.227,10.0.0.222,375.0,1,124.1,TCP,6.5,74,brute_force
45.33.144.209,192.168.1.27,12037.8,1,76.0,TCP,11.3,125,syn_flood
172.16.0.199,192.168.2.84,525.9,1,165.4,TCP,6.9,388,brute_force
91.189.0.196,10.0.0.3,24.9,1,43.4,TCP,825.3,78,slowloris
172.16.0.219,192.168.2.115,2885.1,3,1355.2,TCP,35.5,77,http_flood
45.33.144.172,10.0.0.64,9537.1,2,59.7,TCP,7.0,302,syn_flood
10.10.10.139,10.0.1.208,1308.4,2,1354.1,TCP,8.4,127,http_flood
172.16.0.49,192.168.1.43,107.1,1,185.4,TCP,49.3,26,brute_force
45.33.32.182,192.168.1.11,8760.1,1,67.3,ICMP,11.8,49,icmp_flood
198.51.100.127,10.0.0.148,9771.9,3,57.8,UDP,14.9,34,udp_flood
91.189.0.109,192.168.2.235,6158.8,1,74.6,TCP,5.1,167,syn_flood
172.16.0.125,192.168.1.34,6328.9,1,71.9,TCP,12.9,163,syn_flood
45.33.144.52,192.168.1.239,9096.4,1,108.5,UDP,15.8,106,udp_flood
203.0.113.34,10.0.0.99,584.9,1,107.8,TCP,3.5,218,brute_force
45.33.144.22,192.168.1.162,5786.2,1,74.3,TCP,11.0,250,syn_flood
172.16.0.48,10.0.0.141,786.5,121,79.7,TCP,15.2,64,port_scan
203.0.113.205,172.16.1.22,334.0,138,60.7,UDP,7.4,117,port_scan
45.33.144.209,10.0.0.188,554.5,201,68.8,TCP,12.3,190,port_scan
203.0.113.53,172.16.1.57,7354.1,2,78.8,TCP,14.8,62,syn_flood
91.189.0.189,192.168.1.22,1144.8,397,141.5,TCP,17.7,120,port_scan
198.51.100.79,10.0.1.214,147.8,1,105.7,TCP,42.0,28,brute_force
91.189.0.4,192.168.1.160,1885.5,29,792.3,SCTP,45.8,11,protocol_anomaly
45.33.32.158,10.0.1.197,4518.1,1,1367.5,TCP,35.3,174,http_flood
45.33.144.7,172.16.1.23,11868.4,1,69.6,ICMP,9.7,75,icmp_flood
172.16.0.53,10.0.1.38,1901.7,21,620.8,SCTP,46.4,47,protocol_anomaly
203.0.113.183,192.168.2.183,3460.4,1,902.7,TCP,95.5,44,http_flood
91.189.0.109,192.168.1.3,79.0,1,247.6,TCP,12.1,47,brute_force
91.189.0.98,192.168.2.182,826.3,5,1036.5,TCP,52.6,62,http_flood
45.33.144.235,192.168.1.136,3.3,3,75.3,TCP,856.0,85,slowloris
104.16.0.203,192.168.2.121,6119.1,1,72.8,UDP,28.7,151,udp_flood
91.189.0.49,192.168.2.61,573.2,1,168.5,TCP,3.1,90,brute_force
91.189.0.25,10.0.1.24,4805.6,1,1341.0,TCP,107.5,112,http_flood
45.33.144.1,10.0.0.235,119.5,52,437.5,TCP,209.9,2,stealth_probe
172.16.0.18,192.168.2.107,736.9,114,422.6,PIM,77.3,19,protocol_anomaly
91.189.0.125,192.168.1.131,2159.1,3,1075.0,TCP,102.5,39,http_flood
172.16.0.82,192.168.2.219,4632.7,1,2158.6,UDP,79.1,31,dns_amplification
104.16.0.173,172.16.1.215,3207.3,7,1107.6,TCP,107.7,67,http_flood
45.33.32.144,192.168.2.39,11597.0,1,57.9,ICMP,13.6,90,icmp_flood
104.16.0.198,192.168.1.116,409.3,91,747.0,SCTP,49.5,40,protocol_anomaly
91.189.0.40,192.168.1.33,1854.5,48,312.8,PIM,18.5,11,protocol_anomaly
45.33.144.31,10.0.0.214,868.3,148,87.3,TCP,17.9,140,port_scan
45.33.144.6,10.0.1.171,7.8,2,111.6,TCP,177.6,52,slowloris
104.16.0.21,192.168.2.8,262.7,329,73.5,TCP,2.1,67,port_scan
91.189.0.240,10.0.0.46,35.6,2,109.5,TCP,832.1,35,slowloris
91.189.0.19,10.0.1.177,926.4,347,79.7,TCP,14.8,61,port_scan
172.16.0.10,10.0.0.114,8850.8,1,24.7,UDP,31.9,109,udp_flood
91.189.0.160,10.0.1.205,3570.6,1,67.0,ICMP,11.6,19,icmp_flood
10.10.10.240,10.0.0.214,5746.5,1,72.9,ICMP,15.7,82,icmp_flood
45.33.144.183,172.16.1.244,32.0,110,614.3,IGMP,11.7,11,protocol_anomaly
172.16.0.211,10.0.0.244,4166.1,1,57.8,TCP,7.6,477,syn_flood
198.51.100.243,192.168.2.42,3837.8,4,65.9,UDP,7.4,115,udp_flood
10.10.10.68,192.168.1.160,52.8,94,157.0,TCP,163.4,34,stealth_probe
45.33.144.45,192.168.1.28,4321.5,1,1064.2,UDP,88.2,8,dns_amplification
172.16.0.243,10.0.0.162,10297.1,2,56.7,TCP,8.8,261,syn_flood
45.33.144.201,192.168.2.72,10544.3,2,73.5,TCP,13.3,432,syn_flood
104.16.0.76,192.168.1.14,5806.7,1,1488.8,UDP,56.5,13,dns_amplification
203.0.113.92,172.16.1.75,1047.7,242,74.8,TCP,3.0,138,port_scan
172.16.0.80,192.168.2.252,7558.1,1,63.6,ICMP,12.5,66,icmp_flood
91.189.0.31,192.168.1.217,11726.5,2,55.6,TCP,13.8,108,syn_flood
10.10.10.12,192.168.2.214,13459.9,1,69.8,TCP,12.7,91,syn_flood
104.16.0.110,10.0.1.143,488.5,1,183.5,TCP,0.5,102,brute_force
203.0.113.163,192.168.1.81,8644.4,1,42.7,TCP,6.3,98,syn_flood
91.189.0.145,10.0.0.198,4519.0,2,2061.9,UDP,65.3,37,dns_amplification
45.33.32.52,192.168.1.216,7360.1,1,61.4,ICMP,2.1,54,icmp_flood
45.33.32.198,192.168.1.214,5420.2,1,2618.4,UDP,1.4,45,dns_amplification
198.51.100.101,192.168.1.235,3318.9,1,1389.8,UDP,55.3,36,dns_amplification
10.10.10.177,172.16.1.225,5732.9,2,51.3,TCP,10.6,171,syn_flood
198.51.100.14,192.168.2.223,2422.7,1,49.8,ICMP,6.8,67,icmp_flood
45.33.144.150,10.0.0.174,7278.5,2,77.5,UDP,4.9,60,udp_flood
10.10.10.81,192.168.2.27,4368.4,4,880.2,TCP,40.1,156,http_flood
198.51.100.226,192.168.2.153,1963.5,71,410.1,AH,24.1,36,protocol_anomaly
198.51.100.24,10.0.1.207,78.6,15,72.7,UDP,73.2,34,stealth_probe
91.189.0.156,192.168.1.165,4496.6,2,939.9,TCP,92.4,102,http_flood
198.51.100.2,192.168.2.124,3514.9,7,1463.6,TCP,105.2,106,http_flood
91.189.0.201,10.0.1.138,2703.7,1,36.2,UDP,20.2,79,udp_flood
10.10.10.106,192.168.1.147,6503.4,1,69.8,ICMP,11.8,27,icmp_flood
10.10.10.114,192.168.2.147,146.9,1,77.8,TCP,28.4,41,brute_force
45.33.144.245,172.16.1.213,106.7,96,365.3,TCP,140.5,28,stealth_probe
10.10.10.104,192.168.1.13,19.1,1,74.9,TCP,124.0,43,slowloris
45.33.32.118,10.0.0.221,893.2,1,2534.2,UDP,86.4,45,dns_amplification
104.16.0.220,10.0.1.12,11078.5,1,59.9,ICMP,19.4,85,icmp_flood
45.33.32.190,10.0.1.67,202.9,43,361.0,TCP,17.1,31,stealth_probe
198.51.100.62,172.16.1.63,446.1,251,78.8,TCP,5.7,105,port_scan
91.189.0.29,192.168.1.53,42.6,1,64.9,TCP,272.9,53,slowloris
10.10.10.178,172.16.1.110,4883.1,2,4021.0,UDP,82.1,27,dns_amplification
104.16.0.218,172.16.1.208,4373.3,3,99.6,UDP,11.1,122,udp_flood
172.16.0.72,10.0.1.6,164.3,86,110.3,TCP,12.4,28,stealth_probe
203.0.113.212,172.16.1.106,179.9,60,283.3,TCP,259.3,24,stealth_probe
104.16.0.197,172.16.1.119,4635.1,7,1205.7,TCP,110.6,91,http_flood
45.33.144.56,10.0.1.249,8846.3,1,57.5,ICMP,13.6,33,icmp_flood
198.51.100.207,10.0.1.85,6576.3,1,57.5,ICMP,17.1,25,icmp_flood
104.16.0.188,172.16.1.90,128.1,67,244.4,TCP,229.0,6,stealth_probe
91.189.0.39,10.0.1.122,42.9,2,112.2,TCP,232.4,15,slowloris
104.16.0.181,10.0.1.10,97.1,1,187.1,TCP,5.6,138,brute_force
198.51.100.225,172.16.1.142,3932.9,4,89.5,UDP,12.7,55,udp_flood
198.51.100.223,172.16.1.98,3519.1,1,64.0,TCP,0.6,317,syn_flood
45.33.32.158,192.168.2.11,10686.9,1,86.2,ICMP,7.5,75,icmp_flood
203.0.113.229,10.0.0.172,5671.6,3,68.8,UDP,12.5,200,udp_flood
91.189.0.229,172.16.1.88,822.3,2,4226.3,UDP,36.2,21,dns_amplification
198.51.100.74,10.0.1.175,236.2,1,243.4,TCP,7.0,114,brute_force
104.16.0.1,192.168.2.79,5263.1,1,1038.3,UDP,69.9,7,dns_amplification
45.33.144.36,10.0.1.53,6248.5,4,43.3,UDP,15.1,277,udp_flood
45.33.144.5,192.168.2.240,246.1,59,336.0,PIM,57.0,24,protocol_anomaly
91.189.0.149,192.168.1.192,10382.5,1,59.7,ICMP,26.1,76,icmp_flood
203.0.113.141,192.168.2.219,9533.7,1,49.6,ICMP,10.1,16,icmp_flood
198.51.100.163,10.0.1.129,810.3,5,1144.4,TCP,75.2,187,http_flood
45.33.32.80,10.0.0.251,35.3,2,37.8,TCP,547.5,88,slowloris
198.51.100.5,10.0.0.66,2839.4,2,64.8,TCP,11.3,300,syn_flood
45.33.144.159,192.168.1.111,599.6,1,172.9,TCP,4.3,324,brute_force
203.0.113.188,10.0.0.229,54.1,66,166.3,TCP,267.3,25,stealth_probe
91.189.0.18,192.168.2.171,89.8,1,174.0,TCP,2.6,140,brute_force
10.10.10.156,172.16.1.32,1809.6,84,760.1,SCTP,26.2,48,protocol_anomaly
198.51.100.105,10.0.0.140,50.6,7,269.3,UDP,122.2,12,stealth_probe
172.16.0.95,10.0.0.25,1673.1,39,540.3,ESP,63.6,6,protocol_anomaly
45.33.144.156,10.0.0.197,9414.1,2,70.0,TCP,9.0,180,syn_flood
10.10.10.76,192.168.1.3,26.0,20,215.5,UDP,299.7,31,stealth_probe
91.189.0.29,192.168.1.92,1926.5,5,928.8,TCP,108.2,65,http_flood
45.33.32.154,10.0.0.167,5140.8,1,46.3,UDP,30.5,82,udp_flood
45.33.32.99,10.0.0.2,155.8,1,128.4,TCP,45.5,9,brute_force
104.16.0.238,192.168.2.113,2997.9,3,1197.1,TCP,36.2,63,http_flood
104.16.0.23,172.16.1.215,1169.9,86,85.4,SCTP,79.8,6,protocol_anomaly
45.33.144.189,192.168.1.79,655.8,80,576.1,IGMP,59.5,5,protocol_anomaly
10.10.10.240,10.0.0.14,4585.0,5,1397.1,TCP,85.2,135,http_flood
198.51.100.227,192.168.2.117,615.9,373,87.7,TCP,11.8,82,port_scan
10.10.10.6,172.16.1.175,9143.8,4,97.0,UDP,14.3,222,udp_flood
104.16.0.35,10.0.1.105,4385.1,2,2838.3,UDP,4.9,26,dns_amplification
203.0.113.223,172.16.1.190,62.1,2,84.6,TCP,149.2,96,slowloris
198.51.100.85,192.168.1.187,2381.6,6,1021.0,TCP,8.0,158,http_flood
45.33.32.201,192.168.1.243,3225.9,1,57.2,ICMP,25.7,56,icmp_flood
172.16.0.220,172.16.1.40,858.2,3,1342.0,TCP,52.0,190,http_flood
10.10.10.85,192.168.2.106,62.7,3,96.9,TCP,428.2,70,slowloris
198.51.100.38,192.168.2.67,341.8,77,174.7,SCTP,17.3,12,protocol_anomaly
198.51.100.43,172.16.1.188,9530.7,1,77.2,TCP,3.0,221,syn_flood
45.33.32.160,10.0.0.205,4578.3,1,70.7,ICMP,3.9,96,icmp_flood
45.33.144.228,10.0.1.192,8038.7,1,96.6,UDP,6.2,236,udp_flood
172.16.0.164,10.0.0.27,6606.4,4,109.4,UDP,7.0,185,udp_flood
45.33.144.153,10.0.0.16,41.8,2,23.7,TCP,644.8,49,slowloris
10.10.10.110,172.16.1.187,3988.9,7,930.6,TCP,93.0,137,http_flood
172.16.0.26,10.0.0.40,254.1,1,76.1,TCP,5.2,50,brute_force
104.16.0.49,10.0.0.130,140.1,1,170.4,TCP,4.4,291,brute_force
45.33.32.16,10.0.1.234,1749.8,31,170.1,GRE,78.1,47,protocol_anomaly
91.189.0.206,10.0.0.43,43.1,2,68.8,TCP,504.7,39,slowloris
45.33.144.98,192.168.2.155,3239.1,1,840.1,TCP,119.7,74,http_flood
45.33.32.2,10.0.1.180,1035.6,305,136.3,TCP,18.7,62,port_scan
172.16.0.235,192.168.1.211,1388.6,116,399.3,AH,79.6,2,protocol_anomaly
45.33.32.196,192.168.1.122,241.8,39,434.3,TCP,14.1,15,stealth_probe
91.189.0.55,172.16.1.56,5.2,2,76.3,TCP,766.8,91,slowloris
104.16.0.65,10.0.0.89,7533.7,4,53.1,UDP,28.5,277,udp_flood
10.10.10.172,192.168.2.37,243.2,1,153.0,TCP,1.5,196,brute_force
172.16.0.239,192.168.2.120,116.1,1,106.6,TCP,46.6,36,brute_force
198.51.100.253,172.16.1.19,22.9,3,70.4,TCP,428.0,73,slowloris
91.189.0.83,172.16.1.96,883.2,3,923.2,TCP,60.4,181,http_flood
10.10.10.119,192.168.1.132,3677.8,3,902.0,TCP,116.7,46,http_flood
104.16.0.217,10.0.1.45,4576.5,6,1255.2,TCP,78.1,57,http_flood
172.16.0.251,10.0.0.172,10130.3,1,60.4,ICMP,9.4,17,icmp_flood
91.189.0.239,192.168.2.202,1731.4,5,1118.2,TCP,84.0,154,http_flood
10.10.10.137,192.168.1.228,9008.7,1,66.5,ICMP,10.2,85,icmp_flood
45.33.32.91,10.0.1.250,4436.8,1,49.4,ICMP,28.8,14,icmp_flood
104.16.0.84,172.16.1.152,6105.4,1,76.5,ICMP,26.1,78,icmp_flood
45.33.144.10,192.168.2.209,582.5,360,117.1,TCP,18.6,100,port_scan
45.33.144.214,10.0.0.171,2412.4,2,3714.5,UDP,67.0,44,dns_amplification
10.10.10.169,192.168.1.145,11096.1,1,62.7,ICMP,14.1,70,icmp_flood
203.0.113.21,172.16.1.243,3599.5,1,2857.8,UDP,74.9,42,dns_amplification
45.33.144.42,192.168.1.208,5101.3,1,4291.7,UDP,62.4,44,dns_amplification
198.51.100.65,10.0.1.185,171.6,1,83.9,TCP,8.0,157,brute_force
104.16.0.119,192.168.1.243,20.1,46,331.8,UDP,21.7,12,stealth_probe
198.51.100.205,10.0.1.196,40.2,63,377.9,TCP,239.8,39,stealth_probe
203.0.113.74,192.168.2.101,21.5,1,121.0,TCP,57.0,15,brute_force
198.51.100.72,172.16.1.7,998.7,1,4446.5,UDP,41.0,12,dns_amplification
45.33.32.142,192.168.1.207,627.0,183,78.1,TCP,5.4,181,port_scan
172.16.0.252,192.168.2.197,3427.0,1,4038.1,UDP,33.2,5,dns_amplification
91.189.0.53,192.168.2.177,9504.8,1,62.6,ICMP,11.3,76,icmp_flood
104.16.0.169,192.168.1.109,1518.8,44,130.3,SCTP,40.4,9,protocol_anomaly
91.189.0.122,192.168.2.128,1342.4,1,3755.5,UDP,31.7,26,dns_amplification
91.189.0.188,172.16.1.13,3601.0,1,76.0,ICMP,16.0,58,icmp_flood
45.33.144.169,10.0.0.162,9761.1,3,57.7,UDP,27.7,144,udp_flood
172.16.0.8,192.168.2.228,10499.2,2,67.9,TCP,11.4,235,syn_flood
198.51.100.77,10.0.0.94,153.9,1,155.7,TCP,6.0,181,brute_force
45.33.144.41,172.16.1.104,41.6,92,334.9,TCP,299.8,23,stealth_probe
203.0.113.98,172.16.1.223,32.2,3,75.4,TCP,850.0,60,slowloris
203.0.113.92,192.168.1.199,1050.9,86,103.7,TCP,13.5,132,port_scan
104.16.0.92,172.16.1.164,11995.8,1,40.8,ICMP,28.2,75,icmp_flood
10.10.10.227,10.0.1.232,3297.2,1,74.0,ICMP,25.8,70,icmp_flood
203.0.113.158,192.168.2.91,8715.2,1,97.3,UDP,29.0,137,udp_flood
45.33.32.221,192.168.1.176,344.8,1,234.3,TCP,4.1,242,brute_force
203.0.113.7,172.16.1.43,7258.6,1,36.8,UDP,25.3,168,udp_flood
104.16.0.17,10.0.0.55,79.8,2,77.8,TCP,102.3,79,slowloris
198.51.100.253,192.168.2.96,6111.5,1,63.2,ICMP,26.1,43,icmp_flood
172.16.0.103,10.0.0.37,97.3,84,571.4,TCP,48.3,27,stealth_probe
45.33.32.142,172.16.1.158,66.9,35,241.3,TCP,207.4,23,stealth_probe
45.33.144.58,10.0.0.60,187.5,1,195.6,TCP,47.8,40,brute_force
91.189.0.65,10.0.0.25,98.0,1,217.3,TCP,28.4,16,brute_force
45.33.144.174,192.168.2.144,184.5,92,186.6,TCP,287.3,2,stealth_probe
198.51.100.203,192.168.1.28,5447.2,2,53.1,TCP,2.6,298,syn_flood
45.33.144.219,192.168.1.72,9755.5,1,64.5,TCP,3.2,64,syn_flood
45.33.32.135,192.168.1.67,9942.9,1,71.7,TCP,7.4,332,syn_flood
198.51.100.119,192.168.1.46,548.2,1,130.7,TCP,7.8,391,brute_force
45.33.32.19,172.16.1.81,8484.4,1,45.9,TCP,11.9,363,syn_flood
203.0.113.249,10.0.0.172,1062.0,100,63.4,GRE,21.3,13,protocol_anomaly
172.16.0.124,10.0.1.86,4397.2,1,73.9,ICMP,1.1,70,icmp_flood
203.0.113.181,192.168.2.62,6619.2,4,29.9,UDP,16.0,201,udp_flood
45.33.32.48,192.168.1.202,7389.4,4,75.7,UDP,12.7,107,udp_flood
203.0.113.219,192.168.2.247,48.5,22,171.0,SCTP,36.0,43,protocol_anomaly
203.0.113.215,192.168.2.243,84.2,11,270.1,IGMP,8.6,28,protocol_anomaly
91.189.0.91,10.0.0.220,652.5,2,1148.8,TCP,47.5,111,http_flood
45.33.32.252,192.168.1.113,1722.6,64,541.0,ESP,49.1,17,protocol_anomaly
203.0.113.202,10.0.1.60,286.7,213,98.7,TCP,3.6,121,port_scan
203.0.113.215,192.168.1.130,572.0,51,793.8,GRE,66.7,48,protocol_anomaly
10.10.10.79,172.16.1.11,6800.5,3,92.1,UDP,12.0,124,udp_flood
203.0.113.40,192.168.1.112,5823.1,1,3847.4,UDP,10.3,41,dns_amplification
10.10.10.226,10.0.1.97,6.0,50,91.9,TCP,215.8,23,stealth_probe
203.0.113.205,192.168.2.80,2819.6,2,1066.2,TCP,65.7,87,http_flood
104.16.0.45,10.0.1.24,1723.9,3,1117.4,TCP,89.6,179,http_flood
10.10.10.64,172.16.1.63,11048.5,2,45.2,TCP,5.6,406,syn_flood
104.16.0.194,172.16.1.107,3232.2,1,1094.5,TCP,6.6,198,http_flood
10.10.10.6,172.16.1.128,68.1,2,33.9,TCP,284.3,24,slowloris
104.16.0.166,192.168.1.191,5108.5,2,42.9,UDP,27.1,234,udp_flood
10.10.10.62,172.16.1.159,4755.1,1,72.0,TCP,5.9,161,syn_flood
91.189.0.189,10.0.1.222,2814.3,1,87.4,UDP,31.5,87,udp_flood
91.189.0.83,10.0.0.64,300.4,437,81.5,UDP,13.9,44,port_scan
10.10.10.99,10.0.1.220,93.0,26,92.4,UDP,61.7,35,stealth_probe
10.10.10.175,192.168.2.21,644.6,494,50.9,TCP,7.2,46,port_scan
45.33.144.58,10.0.0.200,951.2,454,61.1,TCP,2.6,162,port_scan
45.33.144.212,172.16.1.11,2583.9,1,70.0,UDP,12.1,180,udp_flood
45.33.32.202,192.168.2.51,55.7,14,237.0,UDP,188.7,2,stealth_probe
45.33.32.137,192.168.2.32,9917.9,1,22.6,UDP,2.9,27,udp_flood
45.33.32.134,192.168.1.235,2331.0,3,1132.9,TCP,74.5,72,http_flood
104.16.0.121,10.0.1.105,1353.9,113,643.1,PIM,4.2,29,protocol_anomaly
91.189.0.98,10.0.0.204,5736.0,1,1366.0,UDP,26.3,12,dns_amplification
198.51.100.190,10.0.1.253,427.0,94,156.3,SCTP,25.2,11,protocol_anomaly
91.189.0.179,192.168.2.49,2858.9,6,1457.2,TCP,20.6,158,http_flood
91.189.0.150,10.0.1.137,4077.0,1,74.5,ICMP,13.4,15,icmp_flood
203.0.113.1,172.16.1.227,2374.9,3,53.0,UDP,4.6,264,udp_flood
203.0.113.205,192.168.2.185,6798.2,3,86.2,UDP,8.5,216,udp_flood
45.33.32.139,172.16.1.162,7041.0,1,55.8,ICMP,7.2,95,icmp_flood
203.0.113.238,172.16.1.80,3576.8,1,3553.1,UDP,54.5,37,dns_amplification
10.10.10.42,10.0.0.234,8814.7,1,83.0,UDP,28.2,262,udp_flood
203.0.113.100,10.0.0.25,8902.9,2,49.1,TCP,10.4,165,syn_flood
203.0.113.75,10.0.1.136,437.9,198,87.5,TCP,1.2,187,port_scan
91.189.0.105,10.0.0.180,2561.0,7,1188.7,TCP,21.6,108,http_flood
104.16.0.80,192.168.2.117,42.5,3,43.8,TCP,145.5,27,slowloris
172.16.0.123,192.168.2.180,1064.9,100,135.9,TCP,13.4,101,port_scan
45.33.144.57,10.0.1.38,995.9,46,456.8,SCTP,52.8,28,protocol_anomaly
104.16.0.118,10.0.0.126,11210.8,2,51.4,TCP,5.6,106,syn_flood
45.33.144.87,10.0.1.177,3075.9,1,84.2,ICMP,8.1,34,icmp_flood
203.0.113.219,10.0.1.119,3511.4,1,4090.5,UDP,55.8,47,dns_amplification
45.33.32.43,172.16.1.65,4475.0,1,76.4,ICMP,29.7,94,icmp_flood
198.51.100.162,192.168.2.92,150.0,62,95.7,TCP,236.5,8,stealth_probe
45.33.144.170,192.168.2.201,1111.7,2,4302.8,UDP,62.1,45,dns_amplification
172.16.0.144,192.168.2.204,2254.8,2,51.0,TCP,2.6,390,syn_flood
104.16.0.178,10.0.1.77,103.3,37,368.4,TCP,138.8,36,stealth_probe
91.189.0.125,192.168.2.46,884.4,127,70.1,TCP,8.2,149,port_scan
91.189.0.44,10.0.0.69,11410.4,1,56.6,TCP,8.0,94,syn_flood
172.16.0.76,172.16.1.73,171.0,1,149.8,TCP,48.9,15,brute_force
172.16.0.67,172.16.1.207,183.2,1,118.7,TCP,26.8,31,brute_force
10.10.10.221,10.0.1.124,2145.9,1,58.1,ICMP,21.7,55,icmp_flood
91.189.0.107,192.168.2.170,9678.2,1,102.5,UDP,26.9,238,udp_flood
198.51.100.168,172.16.1.58,31.3,7,189.1,UDP,224.4,39,stealth_probe
45.33.32.20,10.0.0.62,67.3,97,167.9,TCP,55.4,15,stealth_probe
172.16.0.76,10.0.0.196,7613.4,2,75.6,TCP,8.6,456,syn_flood
203.0.113.221,192.168.1.251,83.1,6,229.7,TCP,236.8,17,stealth_probe
198.51.100.135,192.168.2.232,68.7,3,68.5,TCP,526.1,94,slowloris
45.33.144.200,172.16.1.96,7992.3,1,64.7,ICMP,28.4,72,icmp_flood
104.16.0.21,172.16.1.135,46.7,1,210.6,TCP,14.5,27,brute_force
198.51.100.66,192.168.1.234,771.6,398,55.1,TCP,8.2,125,port_scan
10.10.10.244,10.0.0.249,2611.4,1,62.6,ICMP,9.7,94,icmp_flood
198.51.100.137,10.0.1.160,4839.1,4,114.2,UDP,20.6,134,udp_flood
10.10.10.189,172.16.1.104,11822.0,1,89.0,ICMP,5.6,97,icmp_flood
45.33.32.112,192.168.2.194,8890.6,1,78.0,ICMP,15.6,25,icmp_flood
91.189.0.36,10.0.1.49,4182.0,1,80.8,ICMP,23.5,57,icmp_flood
45.33.32.30,172.16.1.23,5079.6,2,4489.8,UDP,35.1,22,dns_amplification
198.51.100.150,10.0.0.237,3205.6,4,66.7,UDP,28.8,286,udp_flood
172.16.0.34,10.0.0.12,1955.6,103,507.3,AH,47.5,12,protocol_anomaly
45.33.32.86,10.0.1.128,2980.8,1,892.5,TCP,82.2,55,http_flood
104.16.0.219,172.16.1.140,4.3,2,76.3,TCP,879.7,27,slowloris
