src_ip,dst_ip,packet_rate,unique_ports,avg_packet_size,protocol,duration,connection_count
10.0.1.130,10.0.1.159,20.3,2,312.6,UDP,0.4,7
192.168.1.206,10.0.0.247,186.9,2,1174.1,TCP,5.9,8
10.0.1.171,172.16.1.73,47.0,7,1271.7,UDP,2.5,11
10.2.0.233,172.16.1.3,602.1,1,1500.0,UDP,63.5,3
10.2.0.201,10.0.0.207,48.8,3,793.3,TCP,17.4,7
10.0.10.51,10.0.1.35,496.3,3,1272.1,TCP,72.2,1
10.0.2.31,192.168.2.228,9.1,1,79.5,ICMP,32.1,1
10.0.2.171,192.168.2.230,74.5,22,727.5,UDP,54.8,5
10.0.50.222,192.168.1.210,313.4,4,624.3,TCP,13.5,2
10.0.2.148,192.168.2.151,65.2,1,621.5,UDP,1.8,5
10.0.2.150,192.168.2.176,48.7,2,461.8,TCP,4.2,3
10.1.0.48,192.168.2.19,63.4,1,676.7,TCP,0.5,2
10.0.50.125,192.168.1.250,189.1,4,340.7,TCP,22.9,6
10.1.0.180,192.168.2.185,714.8,2,1069.0,TCP,41.3,4
192.168.10.137,192.168.1.22,210.1,8,963.8,UDP,80.6,12
10.0.2.108,10.0.0.156,464.6,3,1500.0,TCP,109.0,1
10.2.0.27,192.168.1.202,90.8,1,235.5,UDP,10.0,5
10.0.2.35,10.0.0.149,62.8,1,266.6,UDP,13.7,7
10.0.10.228,172.16.1.32,381.6,3,1221.6,TCP,108.1,1
10.0.1.142,172.16.1.12,113.1,3,979.2,TCP,2.8,13
10.0.10.17,10.0.0.130,17.8,1,36.1,ICMP,16.2,1
10.1.0.237,10.0.0.228,41.3,1,37.7,ICMP,22.0,1
192.168.10.152,192.168.2.57,38.5,5,897.4,TCP,14.3,3
192.168.50.123,172.16.1.32,290.7,1,615.5,UDP,73.9,4
192.168.1.130,10.0.1.157,1201.8,3,760.6,TCP,11.4,6
192.168.10.85,192.168.2.104,404.9,1,1164.8,TCP,53.3,1
192.168.10.8,10.0.0.16,23.2,6,896.3,TCP,5.3,11
10.1.0.128,192.168.1.210,4.2,1,55.2,ICMP,17.0,1
10.0.10.10,10.0.0.49,22.1,1,45.4,ICMP,8.5,2
192.168.50.240,172.16.1.51,319.3,5,273.5,UDP,6.2,2
10.1.0.157,192.168.2.129,33.0,2,977.8,TCP,5.1,5
192.168.50.48,172.16.1.201,101.6,8,1070.8,TCP,10.8,10
10.1.0.45,10.0.1.160,186.0,2,907.2,TCP,293.8,2
10.2.0.101,192.168.2.108,152.6,4,1061.0,TCP,179.9,2
192.168.100.176,192.168.2.219,16.5,1,109.8,UDP,1.6,1
10.0.10.28,172.16.1.138,74.1,4,962.1,UDP,11.9,2
192.168.1.186,172.16.1.30,106.6,8,637.8,TCP,2.2,10
192.168.50.101,192.168.1.7,219.4,10,1479.8,TCP,37.8,4
10.0.1.154,192.168.2.141,508.6,1,1390.4,TCP,48.5,4
10.1.0.232,10.0.0.212,59.0,3,915.5,TCP,6.5,2
192.168.50.120,10.0.1.242,75.7,20,688.7,TCP,50.0,12
192.168.100.194,192.168.1.22,19.0,1,100.0,ICMP,1.5,1
192.168.50.151,192.168.1.227,122.8,17,372.1,TCP,9.8,16
10.0.1.111,192.168.2.137,160.8,9,694.2,TCP,12.4,10
192.168.10.196,192.168.2.243,139.5,2,610.3,TCP,14.6,7
10.0.2.133,10.0.0.73,21.3,7,1098.3,ICMP,21.0,10
10.2.0.189,10.0.0.3,106.0,17,517.5,TCP,22.3,16
10.0.100.57,10.0.1.27,8.0,1,87.4,TCP,3.0,1
192.168.50.169,192.168.1.110,88.2,3,924.4,TCP,4.3,1
192.168.2.67,192.168.2.56,487.6,2,1216.4,TCP,52.4,3
192.168.10.72,10.0.0.122,340.8,3,622.4,TCP,122.7,2
10.0.10.209,172.16.1.1,1182.4,2,1073.4,TCP,16.2,2
192.168.50.161,10.0.1.6,186.9,15,110.5,UDP,36.4,14
10.0.2.82,172.16.1.75,96.7,14,635.1,TCP,31.1,5
192.168.10.89,10.0.0.211,383.5,2,1223.8,UDP,88.4,4
10.0.1.67,192.168.2.188,53.9,1,46.5,ICMP,23.6,2
192.168.10.221,192.168.2.54,369.8,1,1259.1,TCP,77.3,1
10.0.2.112,10.0.0.220,94.2,3,1500.0,UDP,5.1,6
192.168.10.242,172.16.1.53,90.4,6,1363.4,UDP,72.1,9
192.168.10.159,192.168.1.155,158.9,2,322.7,UDP,13.0,3
192.168.2.72,192.168.2.15,115.0,6,471.6,TCP,11.4,3
10.0.2.247,172.16.1.134,423.9,2,1307.4,UDP,74.9,3
10.0.10.231,192.168.1.94,345.9,3,1050.5,UDP,92.1,2
192.168.10.164,10.0.1.149,162.2,2,789.3,UDP,1.4,8
192.168.50.175,192.168.1.216,333.3,3,1105.9,UDP,53.1,2
10.2.0.141,10.0.1.121,156.7,2,162.7,UDP,10.2,3
10.2.0.201,172.16.1.56,1309.5,1,1390.1,UDP,14.5,6
10.0.10.54,192.168.2.217,148.4,2,552.8,UDP,10.8,6
10.0.2.41,10.0.1.209,344.0,5,1106.6,TCP,22.6,12
192.168.2.115,172.16.1.238,103.9,4,395.7,UDP,25.4,5
10.0.1.109,192.168.2.60,42.4,3,457.6,TCP,8.6,7
192.168.100.59,172.16.1.10,11.9,1,125.7,UDP,9.9,1
192.168.1.167,172.16.1.40,75.4,1,133.3,UDP,6.7,1
10.0.10.129,10.0.1.143,477.8,3,1247.3,TCP,55.4,1
192.168.1.159,10.0.1.3,316.8,2,1297.5,TCP,212.1,3
192.168.100.164,192.168.2.188,9.5,1,132.0,UDP,1.7,1
10.0.1.49,10.0.0.30,196.9,6,834.2,TCP,11.7,7
10.0.1.88,192.168.2.52,73.4,3,654.5,ICMP,1.7,6
192.168.10.190,172.16.1.247,124.2,3,1195.6,TCP,15.6,7
10.2.0.252,192.168.1.68,188.7,1,151.0,UDP,9.3,4
192.168.2.174,10.0.1.42,59.7,1,64.8,ICMP,8.2,1
192.168.2.48,192.168.1.32,90.1,5,810.0,UDP,19.1,11
192.168.50.152,10.0.1.122,190.9,3,421.8,TCP,8.7,9
10.0.10.64,192.168.1.175,5.4,1,80.4,ICMP,20.6,2
192.168.50.83,192.168.2.53,61.5,8,682.1,TCP,19.2,9
192.168.100.84,192.168.1.129,5.1,1,129.4,UDP,8.3,1
192.168.1.93,172.16.1.93,27.2,3,963.6,ICMP,0.5,5
10.1.0.153,192.168.2.133,228.5,8,1081.3,UDP,19.0,8
10.0.2.222,192.168.2.200,43.1,5,1363.2,UDP,24.4,2
10.0.50.209,10.0.0.228,269.4,3,408.8,TCP,4.7,7
192.168.50.157,10.0.1.52,185.8,9,366.0,TCP,11.0,3
192.168.100.161,192.168.1.234,17.6,1,171.2,TCP,9.1,1
10.0.2.43,192.168.2.151,17.1,1,244.3,UDP,11.7,3
10.0.10.142,172.16.1.131,131.1,3,1079.4,TCP,3.0,12
10.0.2.82,10.0.0.39,87.6,2,240.0,UDP,4.4,5
10.2.0.143,192.168.1.108,1655.5,2,495.5,TCP,9.5,7
10.0.10.242,192.168.2.103,122.1,1,661.3,TCP,214.5,1
10.1.0.236,10.0.0.237,82.7,8,983.0,TCP,13.0,4
10.0.2.221,192.168.2.230,196.8,1,279.6,UDP,0.4,6
10.0.10.247,192.168.2.222,104.8,8,998.1,TCP,23.3,11
10.2.0.5,192.168.1.253,363.7,3,1436.4,UDP,30.5,2
10.0.10.95,10.0.0.82,162.1,1,286.3,UDP,7.3,6
10.0.1.221,192.168.2.167,154.5,4,1191.0,TCP,19.0,12
10.0.10.1,172.16.1.207,34.8,5,851.8,TCP,15.7,8
192.168.2.99,172.16.1.75,57.5,2,914.3,TCP,2.4,11
10.0.2.62,192.168.2.72,644.0,2,1219.8,TCP,68.3,2
10.0.10.107,172.16.1.156,362.4,7,627.8,TCP,47.5,10
10.0.10.155,10.0.0.168,84.1,4,697.7,TCP,23.4,1
192.168.10.245,192.168.2.239,58.3,6,736.9,TCP,9.8,6
10.1.0.167,192.168.2.103,526.7,2,1301.1,UDP,40.6,1
10.0.51.143,10.0.0.81,243.9,1,544.8,TCP,10.8,8
192.168.100.101,10.0.1.225,21.4,1,125.4,TCP,1.5,1
192.168.50.149,10.0.0.111,117.8,8,665.4,TCP,8.3,11
192.168.50.16,172.16.1.234,64.6,7,645.9,TCP,13.2,2
10.0.1.212,192.168.1.115,21.8,4,482.3,TCP,5.6,4
192.168.50.56,192.168.1.185,52.1,8,893.5,TCP,5.5,3
10.0.10.237,10.0.0.9,63.7,3,479.2,TCP,0.9,6
10.0.2.75,192.168.2.236,15.2,4,182.1,TCP,2.0,4
10.2.0.143,172.16.1.64,174.0,7,1312.1,TCP,6.3,14
192.168.2.71,192.168.1.72,228.9,22,936.3,TCP,33.4,10
192.168.10.69,192.168.2.45,66.5,4,113.7,TCP,33.3,4
192.168.1.224,10.0.1.39,112.5,2,197.8,UDP,15.0,6
10.0.51.41,10.0.0.89,110.7,4,692.1,TCP,2.9,2
192.168.2.3,192.168.2.224,136.0,9,729.8,TCP,13.6,13
192.168.100.185,192.168.1.210,26.3,1,120.6,UDP,2.3,1
10.1.0.203,172.16.1.209,283.5,3,1176.9,TCP,59.2,1
10.0.10.23,10.0.1.161,51.3,8,565.3,TCP,18.5,8
192.168.1.80,10.0.0.88,272.6,4,607.6,TCP,18.7,13
192.168.2.53,10.0.0.135,334.0,3,1369.1,UDP,74.8,1
192.168.1.146,192.168.2.244,78.8,3,281.8,ICMP,18.3,6
10.0.50.188,10.0.0.88,329.1,4,100.0,TCP,2.0,8
192.168.2.123,172.16.1.48,172.9,8,732.3,TCP,28.1,10
192.168.50.24,172.16.1.15,560.7,3,328.3,TCP,74.1,2
10.1.0.239,192.168.2.21,185.2,13,309.5,UDP,6.7,18
192.168.10.201,10.0.1.140,706.2,1,947.8,UDP,57.5,2
10.0.10.17,10.0.0.128,281.9,9,611.1,TCP,13.5,9
192.168.1.151,192.168.2.148,122.1,1,356.1,UDP,1.5,2
192.168.10.188,10.0.1.196,43.5,7,1009.8,TCP,18.3,3
10.1.0.66,192.168.1.75,61.0,5,770.0,TCP,37.8,7
10.2.0.139,192.168.2.192,328.7,3,1109.8,UDP,48.1,1
10.2.0.158,10.0.0.120,701.0,1,1198.2,TCP,48.6,3
10.2.0.15,10.0.1.163,90.2,8,944.3,UDP,8.2,8
192.168.1.142,10.0.0.7,33.2,3,1322.0,TCP,8.6,4
10.0.10.73,192.168.2.109,356.2,1,1014.8,TCP,100.9,1
10.0.50.238,192.168.1.109,296.5,4,450.6,TCP,32.2,10
10.0.50.4,10.0.0.208,212.4,1,473.1,TCP,1.3,2
10.0.1.42,192.168.1.55,175.5,5,1221.9,UDP,32.6,9
192.168.50.111,10.0.0.74,67.1,5,1088.5,TCP,8.6,7
10.0.1.200,192.168.2.58,231.1,23,777.0,UDP,13.1,13
10.0.10.26,192.168.2.38,40.6,6,804.1,TCP,3.4,8
10.1.0.84,172.16.1.29,114.2,7,1153.7,ICMP,17.8,6
10.0.1.129,172.16.1.201,150.6,8,442.2,ICMP,3.4,9
10.0.2.103,10.0.1.24,68.4,5,100.0,TCP,2.0,2
10.2.0.109,192.168.2.28,99.1,1,208.7,UDP,14.0,3
10.1.0.107,192.168.2.191,124.0,6,626.9,TCP,22.7,2
192.168.50.239,10.0.1.66,235.3,3,1283.4,TCP,34.7,14
10.0.2.86,10.0.0.79,14.6,1,79.8,ICMP,26.0,1
10.0.1.136,10.0.1.52,50.5,1,92.1,ICMP,19.3,1
10.0.2.71,192.168.1.110,56.9,1,65.4,ICMP,13.0,1
192.168.50.167,192.168.1.122,285.4,19,501.8,TCP,46.8,17
192.168.10.197,192.168.1.219,145.2,1,210.4,UDP,8.9,1
10.0.10.67,10.0.0.142,46.6,7,1279.9,UDP,4.6,1
192.168.2.186,10.0.0.12,162.6,6,1092.6,TCP,9.0,4
192.168.50.194,172.16.1.96,112.9,2,176.0,UDP,10.5,6
192.168.1.1,192.168.2.70,239.5,2,706.2,UDP,30.2,4
192.168.1.162,10.0.1.19,67.0,2,802.5,TCP,41.3,1
10.0.2.34,172.16.1.183,112.5,2,40.0,UDP,115.1,2
10.2.0.56,10.0.0.13,27.0,2,186.8,TCP,3.3,6
192.168.2.82,10.0.1.90,140.9,6,418.2,TCP,3.8,13
10.1.0.211,192.168.2.237,420.8,1,935.2,UDP,68.2,2
192.168.1.29,10.0.1.4,126.9,2,100.0,TCP,59.7,7
192.168.1.144,10.0.1.191,327.7,1,1486.2,UDP,51.8,1
192.168.2.107,192.168.1.75,166.4,1,548.8,TCP,12.0,11
10.0.50.91,192.168.1.36,329.8,1,814.5,TCP,7.1,3
192.168.50.48,10.0.1.245,226.3,4,1071.4,UDP,16.0,2
192.168.1.156,192.168.2.221,411.6,6,1073.8,UDP,19.6,14
10.0.2.47,192.168.2.194,554.6,2,1500.0,UDP,88.4,3
192.168.1.118,192.168.1.33,148.6,2,517.2,UDP,2.1,2
10.0.2.189,192.168.2.238,59.3,1,70.5,ICMP,15.1,2
10.0.50.227,10.0.0.140,363.8,2,106.5,TCP,6.0,8
192.168.100.162,192.168.1.167,25.4,1,134.4,TCP,6.0,1
10.2.0.103,172.16.1.98,219.0,8,1234.5,TCP,12.9,5
192.168.10.18,192.168.2.191,265.6,9,716.5,TCP,20.6,1
10.0.2.176,172.16.1.76,64.4,2,177.7,UDP,13.2,5
192.168.50.203,172.16.1.117,279.8,2,1500.0,TCP,10.8,4
10.0.1.179,10.0.1.73,36.2,1,65.4,ICMP,4.8,2
10.0.10.92,10.0.0.107,106.7,1,869.0,UDP,1.2,3
10.2.0.164,10.0.0.200,77.2,6,856.7,TCP,10.4,1
192.168.2.191,10.0.1.20,520.2,3,1334.2,TCP,47.5,2
192.168.2.10,172.16.1.169,196.7,3,1017.5,TCP,23.6,12
192.168.10.35,192.168.2.17,185.2,7,901.1,TCP,28.0,9
10.2.0.77,10.0.0.203,25.5,9,555.0,TCP,28.3,5
10.0.2.168,192.168.2.132,453.4,4,100.0,TCP,0.7,6
192.168.1.166,172.16.1.203,38.8,1,70.9,ICMP,8.8,1
192.168.1.162,172.16.1.247,444.4,2,1335.2,TCP,72.2,1
192.168.1.2,172.16.1.95,119.6,1,967.2,TCP,6.0,10
10.0.2.190,10.0.1.157,941.1,1,40.0,TCP,11.5,1
10.2.0.178,10.0.1.188,31.0,1,59.8,ICMP,21.7,1
10.0.2.17,10.0.0.134,181.7,3,100.0,TCP,9.4,11
192.168.2.137,10.0.1.1,65.1,5,456.1,TCP,10.3,10
192.168.1.41,192.168.1.223,29.9,2,326.0,UDP,9.2,4
192.168.10.182,192.168.1.60,334.2,2,956.7,TCP,184.7,3
10.0.10.110,192.168.1.129,139.9,4,465.2,TCP,18.2,14
10.2.0.94,10.0.0.219,36.0,1,89.8,ICMP,12.8,2
10.0.10.2,192.168.2.235,68.7,9,344.8,TCP,0.5,11
192.168.10.29,192.168.1.146,19.3,9,827.1,ICMP,18.6,4
192.168.50.80,192.168.1.47,34.9,4,786.9,TCP,35.1,13
192.168.1.17,192.168.2.21,1273.8,1,958.6,UDP,12.9,2
192.168.100.158,10.0.0.252,7.9,1,130.4,UDP,7.6,1
10.2.0.32,10.0.1.227,600.8,3,1134.9,UDP,12.2,4
192.168.1.165,192.168.1.118,86.3,1,312.8,TCP,13.4,4
10.1.0.118,192.168.2.28,57.1,10,1398.9,UDP,50.2,9
192.168.50.150,10.0.1.185,461.8,1,1044.5,UDP,58.6,1
10.2.0.181,10.0.0.160,172.8,8,345.1,TCP,0.5,8
10.0.10.117,10.0.1.164,91.6,3,931.2,TCP,15.4,6
192.168.1.58,172.16.1.232,185.1,5,545.0,ICMP,23.4,2
192.168.50.107,172.16.1.57,436.2,3,1026.9,UDP,64.0,3
10.0.10.57,192.168.2.212,110.5,9,434.9,UDP,10.5,11
10.0.10.119,172.16.1.14,166.1,2,290.4,UDP,9.8,3
10.2.0.127,192.168.2.34,629.8,1,988.0,TCP,72.4,3
10.0.1.151,172.16.1.179,189.3,2,309.4,TCP,7.0,2
10.2.0.21,10.0.0.135,26.1,1,572.8,TCP,35.5,6
10.2.0.117,192.168.2.163,86.9,8,798.9,TCP,3.1,4
10.2.0.99,10.0.1.130,8.1,1,58.3,ICMP,28.0,2
10.2.0.63,172.16.1.139,139.1,2,169.7,UDP,4.5,6
192.168.10.137,192.168.1.41,147.8,4,1009.4,TCP,35.5,9
192.168.10.32,10.0.1.248,465.4,2,1311.6,TCP,44.7,2
10.0.1.33,192.168.2.116,66.8,2,414.2,TCP,7.4,1
10.0.1.81,192.168.1.31,439.6,1,325.9,TCP,164.7,2
10.1.0.91,10.0.0.226,595.1,2,1268.3,TCP,100.3,3
192.168.1.150,10.0.0.213,4.7,1,50.3,ICMP,28.4,1
10.0.2.26,192.168.1.130,283.5,9,807.4,TCP,5.0,10
10.1.0.229,192.168.1.207,102.2,1,307.3,TCP,12.2,4
10.0.1.213,172.16.1.128,32.6,2,1500.0,TCP,15.1,10
10.0.1.24,192.168.1.98,89.2,7,766.4,TCP,7.1,13
192.168.50.207,10.0.0.185,68.8,5,742.9,UDP,17.9,10
10.2.0.40,172.16.1.172,180.1,2,514.7,TCP,0.5,13
10.0.10.184,192.168.2.147,644.2,1,1390.6,UDP,46.9,1
192.168.1.29,172.16.1.95,49.7,6,1394.6,TCP,2.5,10
10.0.10.202,10.0.0.243,171.6,9,983.0,TCP,14.1,1
10.0.1.8,10.0.0.78,100.9,8,1021.5,TCP,6.8,9
10.0.10.22,10.0.0.248,1611.3,2,1128.0,UDP,6.6,4
192.168.50.96,192.168.2.66,297.7,2,1207.7,UDP,18.1,2
192.168.50.180,192.168.2.206,148.8,4,1416.0,UDP,6.9,13
192.168.50.83,10.0.1.46,197.5,5,616.7,TCP,1.0,2
192.168.2.3,172.16.1.11,135.2,4,418.2,TCP,25.7,10
10.0.1.50,10.0.0.24,281.7,16,785.1,UDP,13.2,18
10.0.2.53,192.168.2.104,30.8,8,985.4,UDP,68.9,3
10.0.2.127,192.168.2.85,486.4,3,1345.7,TCP,115.5,3
10.1.0.164,172.16.1.110,187.1,3,1015.4,TCP,22.1,7
192.168.1.207,10.0.0.172,112.5,1,214.7,TCP,9.3,2
10.1.0.99,192.168.2.141,264.2,4,959.8,UDP,12.4,13
192.168.10.63,172.16.1.90,16.4,1,67.9,ICMP,38.8,2
10.0.2.144,172.16.1.8,533.2,2,1388.2,UDP,36.8,2
10.1.0.59,172.16.1.187,17.0,3,987.6,TCP,13.5,10
10.0.1.42,10.0.0.64,148.3,6,679.2,TCP,31.2,10
10.0.1.13,192.168.2.13,113.6,3,487.2,TCP,3.4,11
192.168.50.195,10.0.0.154,443.1,2,506.5,TCP,126.6,1
10.0.10.115,10.0.0.174,451.9,3,1214.5,UDP,5.0,4
192.168.1.52,192.168.2.130,1683.6,1,342.7,TCP,2.7,2
192.168.50.240,172.16.1.70,59.5,1,153.9,UDP,10.4,2
10.0.1.148,10.0.0.205,104.9,1,201.9,UDP,11.9,2
192.168.50.131,172.16.1.71,44.3,6,698.4,ICMP,11.3,3
10.1.0.111,10.0.0.226,38.6,2,100.0,TCP,51.4,7
192.168.100.215,192.168.1.251,9.2,1,122.5,UDP,5.7,1
192.168.50.212,10.0.0.237,146.0,2,881.2,UDP,111.9,3
10.1.0.251,10.0.1.46,183.4,1,1000.0,TCP,25.6,1
10.1.0.89,10.0.0.75,56.0,1,53.5,ICMP,39.3,1
192.168.1.220,172.16.1.145,454.5,3,1244.0,TCP,5.0,4
10.0.1.108,192.168.2.140,566.8,3,600.2,TCP,168.6,2
10.0.10.115,172.16.1.169,1253.5,1,887.4,TCP,13.6,6
192.168.10.136,192.168.2.245,52.2,1,31.6,ICMP,30.0,1
10.0.10.190,10.0.1.125,150.0,3,880.4,UDP,44.3,1
10.1.0.243,10.0.1.146,401.7,2,1202.0,TCP,198.0,3
10.0.2.162,10.0.1.87,193.0,2,158.5,UDP,5.6,7
10.0.51.147,10.0.0.118,140.6,4,304.5,TCP,2.8,3
10.0.1.134,192.168.1.112,119.6,2,254.9,UDP,11.0,7
10.0.2.141,10.0.1.121,798.1,1,1219.0,TCP,36.2,4
192.168.1.240,10.0.0.120,374.6,1,884.5,TCP,12.8,8
192.168.2.119,192.168.1.166,595.6,1,659.0,TCP,66.2,2
192.168.50.220,192.168.1.87,279.5,3,917.4,UDP,7.2,9
192.168.50.186,10.0.0.136,515.2,2,941.6,TCP,93.1,2
192.168.2.156,172.16.1.38,1177.9,3,1302.2,TCP,10.7,5
10.0.1.118,172.16.1.93,227.7,9,343.6,TCP,9.2,13
10.0.100.30,10.0.0.240,25.2,1,150.7,UDP,7.8,1
10.1.0.109,172.16.1.129,524.1,2,1343.2,UDP,35.0,2
192.168.50.61,192.168.2.197,70.3,2,427.5,UDP,3.5,2
10.0.50.117,10.0.0.97,278.0,2,562.1,TCP,16.7,10
10.2.0.249,192.168.2.116,317.6,2,1106.0,TCP,77.3,4
10.2.0.110,10.0.1.31,268.6,20,580.6,UDP,33.3,16
192.168.1.114,10.0.0.18,57.1,1,238.4,TCP,1.0,6
10.0.10.132,192.168.2.27,75.8,8,1210.7,TCP,20.5,14
10.1.0.20,192.168.1.153,74.5,5,1097.0,UDP,5.4,10
10.0.2.185,10.0.1.132,172.4,23,597.0,TCP,36.5,17
10.0.1.9,10.0.1.36,251.8,1,294.8,TCP,85.7,5
10.1.0.245,192.168.2.189,519.4,1,607.4,TCP,53.8,1
192.168.50.77,10.0.0.222,152.5,6,1383.9,TCP,7.8,14
10.0.1.30,192.168.2.208,37.3,9,401.7,TCP,31.2,8
192.168.50.199,192.168.2.192,98.4,1,262.8,UDP,8.8,1
10.0.10.218,172.16.1.242,37.6,9,915.5,TCP,71.7,12
192.168.1.95,192.168.1.116,1555.7,3,885.0,UDP,7.8,2
10.0.1.88,172.16.1.150,433.9,1,826.4,TCP,186.8,1
10.0.1.231,172.16.1.106,223.4,4,679.6,TCP,13.1,8
10.1.0.179,10.0.0.110,30.7,8,695.6,TCP,55.9,8
10.0.100.208,10.0.1.103,22.3,1,129.2,UDP,4.8,1
192.168.2.180,192.168.2.32,193.0,3,1083.2,UDP,55.2,4
192.168.50.244,192.168.2.252,498.8,2,787.9,UDP,81.4,1
10.0.2.227,192.168.2.207,59.9,5,628.6,TCP,32.1,10
192.168.2.159,192.168.1.194,224.2,1,679.1,UDP,0.5,8
192.168.1.165,192.168.1.138,97.2,2,703.6,UDP,17.3,7
192.168.100.203,10.0.1.92,12.1,1,91.4,UDP,1.9,1
10.0.10.224,10.0.1.32,536.0,2,1208.5,TCP,27.5,4
10.0.10.41,10.0.0.111,39.2,1,80.5,ICMP,23.0,2
192.168.10.251,192.168.2.87,484.8,2,386.3,TCP,1.0,5
10.0.10.21,10.0.1.96,131.2,1,983.9,TCP,40.9,10
192.168.10.141,192.168.2.14,576.9,1,1422.1,UDP,72.7,1
192.168.1.49,10.0.0.8,115.3,9,1500.0,TCP,84.6,14
10.0.51.128,10.0.0.138,437.2,2,676.9,TCP,29.4,11
10.0.10.56,10.0.1.148,172.2,5,973.6,TCP,46.5,5
10.0.10.47,172.16.1.193,199.5,2,190.2,UDP,11.8,1
192.168.1.221,10.0.0.36,132.2,6,521.4,UDP,30.0,1
10.0.10.73,10.0.0.54,301.7,4,420.2,TCP,149.5,2
10.2.0.232,172.16.1.155,9.9,2,336.4,UDP,10.1,4
10.0.2.178,172.16.1.98,112.1,1,211.7,TCP,5.4,7
10.0.100.68,10.0.1.49,15.5,1,94.1,ICMP,6.3,1
192.168.1.65,172.16.1.136,409.0,3,1482.4,UDP,72.0,1
10.0.1.171,192.168.2.241,468.8,3,1168.0,TCP,45.3,4
10.0.10.70,172.16.1.190,128.7,4,780.0,UDP,2.1,8
10.0.51.52,10.0.0.56,214.4,4,165.0,TCP,6.0,3
10.0.1.218,172.16.1.159,263.1,19,269.6,UDP,14.0,3
10.1.0.65,192.168.2.143,126.1,7,921.9,TCP,30.5,13
10.0.2.185,10.0.1.184,223.0,3,596.4,UDP,4.5,1
192.168.1.35,10.0.1.23,168.1,4,818.9,TCP,39.8,11
10.0.1.211,10.0.0.186,1685.1,3,416.4,UDP,10.1,7
10.0.2.30,192.168.2.183,72.6,1,1113.4,TCP,28.5,14
10.0.1.148,192.168.2.112,100.7,4,803.2,TCP,24.2,4
192.168.50.37,10.0.0.193,723.6,3,1100.6,TCP,46.8,4
192.168.10.210,192.168.1.173,495.2,3,593.2,TCP,7.7,8
10.0.10.143,10.0.1.64,12.2,1,36.0,ICMP,32.3,2
10.0.50.124,192.168.1.90,244.0,3,611.5,TCP,2.7,10
10.0.51.207,10.0.0.101,319.6,4,679.8,TCP,8.6,11
192.168.2.190,10.0.1.159,90.2,2,422.2,UDP,14.1,1
192.168.2.151,10.0.0.80,352.1,1,633.2,TCP,243.0,2
10.0.2.228,172.16.1.7,559.3,3,1495.8,UDP,60.7,2
10.1.0.98,172.16.1.87,102.2,9,636.4,UDP,3.1,7
192.168.50.218,172.16.1.2,94.0,1,344.9,UDP,2.1,2
10.2.0.205,192.168.1.222,91.1,2,286.4,UDP,9.8,4
192.168.100.13,192.168.1.140,4.2,1,134.8,ICMP,7.0,1
192.168.10.246,10.0.0.137,39.4,4,654.0,TCP,24.9,8
192.168.50.23,192.168.1.186,99.3,7,1059.5,UDP,18.7,3
10.2.0.26,10.0.0.139,23.2,2,216.3,TCP,5.0,2
192.168.50.106,10.0.1.115,79.0,6,711.8,UDP,12.4,13
10.0.2.146,10.0.0.229,28.1,8,506.3,TCP,28.4,2
10.1.0.58,192.168.2.211,55.8,1,69.5,ICMP,21.2,1
192.168.10.11,192.168.1.197,40.5,5,855.3,UDP,7.0,12
10.0.100.122,192.168.2.195,7.0,1,182.7,UDP,6.2,1
192.168.1.121,10.0.0.246,93.8,1,748.4,TCP,14.9,5
10.0.100.124,10.0.0.175,19.6,1,153.1,UDP,3.7,1
10.0.1.46,192.168.1.141,68.5,6,384.9,UDP,7.6,11
192.168.50.82,172.16.1.85,22.2,9,243.6,TCP,2.7,12
10.0.10.156,192.168.1.177,15.1,1,60.4,ICMP,18.2,1
192.168.2.38,10.0.1.95,592.8,1,1053.2,TCP,52.1,4
10.0.2.122,192.168.2.93,27.2,5,1234.3,UDP,7.1,10
192.168.1.64,192.168.2.97,545.0,2,1048.6,TCP,59.7,3
10.0.51.95,192.168.1.8,270.4,2,150.8,TCP,18.9,7
192.168.10.202,192.168.2.201,304.6,1,1233.0,UDP,67.9,2
10.0.2.36,172.16.1.97,91.8,2,991.2,TCP,52.8,10
192.168.50.144,192.168.2.220,119.7,2,1151.8,TCP,25.1,7
192.168.10.23,172.16.1.137,12.1,2,331.2,UDP,6.0,3
10.0.1.146,172.16.1.61,447.3,3,1500.0,TCP,54.1,1
192.168.10.234,10.0.1.8,160.8,4,860.1,TCP,120.3,2
10.0.1.68,10.0.0.234,379.2,9,887.7,ICMP,15.9,10
10.0.1.100,192.168.1.219,198.3,1,857.0,TCP,82.7,4
10.0.10.147,10.0.1.11,102.7,7,1040.2,TCP,37.5,8
10.0.10.137,10.0.1.236,42.3,6,1216.8,TCP,21.7,13
10.2.0.216,172.16.1.82,105.8,1,376.2,UDP,10.0,5
192.168.50.191,10.0.1.129,97.3,1,242.7,UDP,14.1,7
192.168.10.236,192.168.1.204,511.4,3,900.4,TCP,43.0,4
10.2.0.153,192.168.1.126,152.5,1,111.8,UDP,10.6,6
192.168.50.49,172.16.1.154,137.9,4,1014.1,UDP,37.0,14
10.1.0.65,192.168.1.99,18.4,1,279.8,UDP,6.6,2
10.0.50.90,10.0.0.81,397.2,1,660.6,TCP,32.6,7
10.2.0.104,10.0.1.240,380.0,1,1132.8,UDP,61.7,4
